Company,Area,Item,y2016,y2017,y2018,y2019
STURGIS NATURAL GAS,Kentucky,Residential Volume,40006,35540,48120,43761
STURGIS NATURAL GAS,Kentucky,Commercial Volume,17450,15700,21529,20632
SUBURBAN NATURAL GAS COMPANY,Ohio,Residential Volume,1129463,1173359,1482383,1401016
SUBURBAN NATURAL GAS COMPANY,Ohio,Commercial Volume,451570,482727,595265,569639
SUBURBAN NATURAL GAS COMPANY,Ohio,Industrial Volume,33454,49450,48792,39196
SUGAR HILL CITY OF,Georgia,Residential Volume,596725,582312,719230,688913
SUGAR HILL CITY OF,Georgia,Commercial Volume,59075,54638,66953,70157
SULLIVAN CITY OF,Illinois,Residential Volume,135871,130917,166290,161290
SULLIVAN CITY OF,Illinois,Commercial Volume,54144,55297,68735,66169
SULLIVAN CITY OF,Illinois,Industrial Volume,73300,69077,78013,80378
SUMITON TOWN OF,Alabama,Residential Volume,21596,20383,26608,23407
SUMITON TOWN OF,Alabama,Commercial Volume,22686,20238,25477,23848
SUMMERVILLE NAT GAS SYS,Georgia,Residential Volume,149423,138084,178227,161493
SUMMERVILLE NAT GAS SYS,Georgia,Commercial Volume,86148,76743,92502,80319
SUMMERVILLE NAT GAS SYS,Georgia,Industrial Volume,731380,548689,497409,487909
SUMMIT NATURAL GAS,Maine,Residential Volume,151651,194176,237092,267009
SUMMIT NATURAL GAS,Maine,Commercial Volume,555801,482725,529700,602469
SUMMIT NATURAL GAS,Maine,Industrial Volume,3870024,2580058,2636855,2811150
SUMMIT NATURAL GAS,Missouri,Residential Volume,643365,637160,855772,819196
SUMMIT NATURAL GAS,Missouri,Commercial Volume,739580,738000,949879,914815
SUMMIT NATURAL GAS,Missouri,Industrial Volume,1355310,1435577,1706185,1648602
SUNDOWN CITY OF,Texas,Residential Volume,20985,19474,22587,24271
SUNDOWN CITY OF,Texas,Commercial Volume,14925,15103,17261,18666
SUNRAY UTIL CITY OF,Texas,Residential Volume,39061,35372,40028,42331
SUNRAY UTIL CITY OF,Texas,Commercial Volume,15709,15731,19899,22431
SUNRISE CITY OF,Florida,Residential Volume,125629,121654,123395,122868
SUNRISE CITY OF,Florida,Commercial Volume,383238,396629,419635,431151
SUNSET TOWN OF,Louisiana,Residential Volume,9335,8138,12523,10060
SUNSET TOWN OF,Louisiana,Commercial Volume,1357,2351,3740,3301
SUPERIOR CITY OF,Nebraska,Residential Volume,44828,45692,57603,59446
SUPERIOR CITY OF,Nebraska,Commercial Volume,20027,42307,41176,40552
SUPERIOR CITY OF,Nebraska,Industrial Volume,22564,2875,6727,20478
SUPERIOR WATER LIGHT AND POWER CO,Wisconsin,Residential Volume,880170,950731,1034113,1063216
SUPERIOR WATER LIGHT AND POWER CO,Wisconsin,Commercial Volume,643707,689986,731036,760855
SUPERIOR WATER LIGHT AND POWER CO,Wisconsin,Industrial Volume,2118692,2251339,1525222,1270879
SWEENY CITY OF,Texas,Residential Volume,31754,38017,31760,
SWEENY CITY OF,Texas,Commercial Volume,12134,12100,12120,
SWEETWATER UTILITIES BOARD,Tennessee,Residential Volume,50997,48072,64311,54583
SWEETWATER UTILITIES BOARD,Tennessee,Commercial Volume,65753,65587,81563,77562
SWEETWATER UTILITIES BOARD,Tennessee,Industrial Volume,119279,120536,157834,154816
SWISSVALE OIL AND GAS COMPANY,Pennsylvania,Industrial Volume,6874,7266,,
SWITZERLAND COUNTY NATURAL GAS CO,Indiana,Residential Volume,31695,30342,35889,34056
SWITZERLAND COUNTY NATURAL GAS CO,Indiana,Commercial Volume,110508,110818,121911,129036
SWITZERLAND COUNTY NATURAL GAS CO,Indiana,Industrial Volume,3505,3353,4310,3951
SWKI SEWARD WC INC,Kansas,Commercial Volume,,0,,
SWKI SEWARD WC INC,Kansas,Industrial Volume,140434,115525,142880,112003
SWKI STEVENS HSW,Kansas,Residential Volume,0,332,1459,675
SWKI STEVENS HSW,Kansas,Industrial Volume,75740,94347,127836,150015
SWKI STEVENS NE INC,Kansas,Residential Volume,3163,3817,3572,2642
SWKI STEVENS NE INC,Kansas,Industrial Volume,140300,131415,164769,166558
SWKI STEVENS NORTH,Kansas,Residential Volume,2131,1061,1146,1515
SWKI STEVENS NORTH,Kansas,Industrial Volume,187612,161299,201524,232777
SWKI-SPIKES NORTH INC,Kansas,Residential Volume,183,177,214,230
SWKI-SPIKES NORTH INC,Kansas,Industrial Volume,83936,79030,102698,146380
SWKI-STEVENS SOUTHEAST INC,Kansas,Residential Volume,2311,2249,2250,3100
SWKI-STEVENS SOUTHEAST INC,Kansas,Industrial Volume,235643,204703,233195,213770
SYCAMORE GAS CO,Indiana,Residential Volume,326922,306531,388496,365746
SYCAMORE GAS CO,Indiana,Commercial Volume,318421,307486,357340,345589
SYCAMORE GAS CO,Indiana,Industrial Volume,1926991,2023674,2186692,2205375
SYLACAUGA UTILITIES BOARD,Alabama,Residential Volume,186597,175860,205465,188442
SYLACAUGA UTILITIES BOARD,Alabama,Commercial Volume,75556,76095,89859,86618
SYLACAUGA UTILITIES BOARD,Alabama,Industrial Volume,2895532,2762365,2811064,2791696
SYLACAUGA UTILITIES BOARD,Alabama,Electric Power Volume,460774,236724,333029,505718
SYLVANIA CITY OF,Georgia,Residential Volume,11893,10456,14147,12357
SYLVANIA CITY OF,Georgia,Commercial Volume,24904,24084,25603,25204
SYLVANIA CITY OF,Georgia,Industrial Volume,678229,791963,802543,840239
SYLVESTER CITY OF,Georgia,Residential Volume,15270,13171,13864,10761
SYLVESTER CITY OF,Georgia,Commercial Volume,24427,24811,15744,17864
SYLVESTER CITY OF,Georgia,Industrial Volume,82484,88451,14288,20941
SYLVIA TOWN OF,Kansas,Residential Volume,6426,6014,7297,6454
SYLVIA TOWN OF,Kansas,Commercial Volume,1094,1364,1806,1322
T AND L GAS CO,Texas,Residential Volume,6614,6285,7695,7438
T AND L GAS CO,Texas,Commercial Volume,10376,9325,13658,15142
T AND L GAS CO,Texas,Industrial Volume,22704,23658,25987,26845
TALLAHASSEE MUNICIPAL GAS SYSTEM,Florida,Residential Volume,616064,576504,703736,660581
TALLAHASSEE MUNICIPAL GAS SYSTEM,Florida,Commercial Volume,2166265,2120961,2240441,2231091
TALLAHASSEE MUNICIPAL GAS SYSTEM,Florida,Electric Power Volume,,,0,
TALLAHASSEE MUNICIPAL GAS SYSTEM,Florida,Vehicle Fuel Volume,40998,13840,13096,17934
TALLAPOOSA CITY OF,Georgia,Residential Volume,32428,31772,39563,33096
TALLAPOOSA CITY OF,Georgia,Commercial Volume,13816,14786,19814,19516
TALLAPOOSA CITY OF,Georgia,Industrial Volume,95400,101878,108551,110195
TALLASSEE CITY OF,Alabama,Residential Volume,21156,19835,22577,19929
TALLASSEE CITY OF,Alabama,Commercial Volume,14420,16967,19173,17770
TALLASSEE CITY OF,Alabama,Industrial Volume,27424,24039,34068,26614
TALLGRASS INTERSTATE GAS TRANMISSION,Kansas,Industrial Volume,2246154,2185452,2360882,1919988
TALLGRASS INTERSTATE GAS TRANMISSION,Nebraska,Commercial Volume,31274,23809,30109,75143
TALLGRASS INTERSTATE GAS TRANMISSION,Nebraska,Industrial Volume,17452601,18285826,18296287,17247630
TALLGRASS INTERSTATE GAS TRANMISSION,Nebraska,Electric Power Volume,74332,98777,67662,120218
TALLGRASS INTERSTATE GAS TRANMISSION,Wyoming,Industrial Volume,1113078,1268518,1334464,239649
TALLGRASS INTERSTATE GAS TRANS,Colorado,Industrial Volume,1971207,1949159,1977690,2063868
TALOGA TOWN OF,Oklahoma,Residential Volume,4958,4667,8018,8515
TALOGA TOWN OF,Oklahoma,Commercial Volume,5760,5263,8172,6123
TAMMS GAS COMPANY,Illinois,Residential Volume,10912,9489,12263,13795
TAMMS GAS COMPANY,Illinois,Commercial Volume,3458,3187,5038,5010
TAMMS GAS COMPANY,Illinois,Industrial Volume,21389,23731,19615,21868
TARGA MIDSTREAM SERVICES LLC,Louisiana,Industrial Volume,85319696,79795354,83238474,93363864
TEAVEE OIL AND GAS COMPANY,West Virginia,Commercial Volume,451878,459355,458513,422277
TENNESSEE GAS PIPELINE COMPANY,Alabama,Electric Power Volume,49980065,45729915,53832709,39999506
TENNESSEE GAS PIPELINE COMPANY,Kentucky,Electric Power Volume,8176235,6500626,11673370,8150064
TENNESSEE GAS PIPELINE COMPANY,Louisiana,Industrial Volume,480784,460854,446298,443836
TENNESSEE GAS PIPELINE COMPANY,Louisiana,Electric Power Volume,60880930,52839519,69607309,55655051
TENNESSEE GAS PIPELINE COMPANY,Massachusetts,Electric Power Volume,38482752,35052338,34995474,26063607
TENNESSEE GAS PIPELINE COMPANY,Mississippi,Industrial Volume,791051,714603,710767,710863
TENNESSEE GAS PIPELINE COMPANY,Mississippi,Electric Power Volume,144557245,121321197,131564408,122856508
TENNESSEE GAS PIPELINE COMPANY,New Hampshire,Electric Power Volume,24059340,19915887,15715357,21693879
TENNESSEE GAS PIPELINE COMPANY,New York,Electric Power Volume,58049272,45781014,46484285,40704747
TENNESSEE GAS PIPELINE COMPANY,New York,Vehicle Fuel Volume,,,0,
TENNESSEE GAS PIPELINE COMPANY,Ohio,Industrial Volume,1301807,1213877,1239892,1272611
TENNESSEE GAS PIPELINE COMPANY,Ohio,Electric Power Volume,41057747,35913907,43361066,45636737
TENNESSEE GAS PIPELINE COMPANY,Pennsylvania,Industrial Volume,930980,770345,840724,844852
TENNESSEE GAS PIPELINE COMPANY,Pennsylvania,Electric Power Volume,27759562,46447728,39072212,38916838
TENNESSEE GAS PIPELINE COMPANY,Pennsylvania,Vehicle Fuel Volume,,,0,
TENNESSEE GAS PIPELINE COMPANY,Rhode Island,Electric Power Volume,22293757,24962073,24396929,25871181
TENNESSEE GAS PIPELINE COMPANY,Tennessee,Electric Power Volume,2780252,2222209,8028376,6563436
TENNESSEE GAS PIPELINE COMPANY,Texas,Industrial Volume,93725,109903,114620,109191
TENNESSEE GAS PIPELINE COMPANY,Texas,Electric Power Volume,833431,4000,2058,1512714
TENOAKS PIPELINE CO,Oklahoma,Industrial Volume,179134,185513,73533,
TEXAS EASTERN TRANSMISSION LP,Arkansas,Industrial Volume,23710,33350,30953,9655
TEXAS EASTERN TRANSMISSION LP,Arkansas,Electric Power Volume,17453692,11006627,13196238,14574498
TEXAS EASTERN TRANSMISSION LP,Delaware,Electric Power Volume,17973701,12545513,10620956,7313711
TEXAS EASTERN TRANSMISSION LP,Indiana,Industrial Volume,61,,,
TEXAS EASTERN TRANSMISSION LP,Indiana,Electric Power Volume,0,,,
TEXAS EASTERN TRANSMISSION LP,Kentucky,Industrial Volume,26085,34593,27094,16661
TEXAS EASTERN TRANSMISSION LP,Kentucky,Electric Power Volume,6459855,2810392,5809756,5106682
TEXAS EASTERN TRANSMISSION LP,Louisiana,Industrial Volume,3449533,3646827,3426474,2409141
TEXAS EASTERN TRANSMISSION LP,Louisiana,Electric Power Volume,26476537,8699852,7866099,17599655
TEXAS EASTERN TRANSMISSION LP,Mississippi,Industrial Volume,11313156,12568548,12417846,12203027
TEXAS EASTERN TRANSMISSION LP,Mississippi,Electric Power Volume,87813999,86098173,91682281,83621173
TEXAS EASTERN TRANSMISSION LP,Missouri,Industrial Volume,335483,349900,383404,347779
TEXAS EASTERN TRANSMISSION LP,Missouri,Electric Power Volume,6245728,3911201,5895742,7491577
TEXAS EASTERN TRANSMISSION LP,New Jersey,Industrial Volume,,418928,16472259,16597359
TEXAS EASTERN TRANSMISSION LP,New Jersey,Electric Power Volume,,4000686,41554805,41158329
TEXAS EASTERN TRANSMISSION LP,Ohio,Industrial Volume,4172321,3076429,3060976,5368743
TEXAS EASTERN TRANSMISSION LP,Ohio,Electric Power Volume,156824681,131505844,157813308,161164659
TEXAS EASTERN TRANSMISSION LP,Pennsylvania,Industrial Volume,17671275,19049573,23805695,20090741
TEXAS EASTERN TRANSMISSION LP,Pennsylvania,Electric Power Volume,198371765,205835321,199365688,206854177
TEXAS EASTERN TRANSMISSION LP,Texas,Industrial Volume,10417781,10422584,13218802,17402400
TEXAS EASTERN TRANSMISSION LP,Texas,Electric Power Volume,97158621,103946602,118653007,129650714
TEXAS EASTERN TRANSMISSION LP,West Virginia,Industrial Volume,26,,,
TEXAS GAS SERVICE,Texas,Residential Volume,19109806,17462246,22660257,23046868
TEXAS GAS SERVICE,Texas,Commercial Volume,25919863,25490108,26804125,27324477
TEXAS GAS SERVICE,Texas,Industrial Volume,2928159,3171918,4502933,4579013
TEXAS GAS SERVICE,Texas,Electric Power Volume,781343,,,
TEXAS GAS SERVICE,Texas,Vehicle Fuel Volume,5234,,,
TEXAS GAS TRANSMISSION LLC,Illinois,Industrial Volume,1281326,1349026,1469535,1386291
TEXAS GAS TRANSMISSION LLC,Indiana,Industrial Volume,786500,10549523,10948581,12034685
TEXAS GAS TRANSMISSION LLC,Indiana,Electric Power Volume,53708057,50127909,62109385,71419956
TEXAS GAS TRANSMISSION LLC,Kentucky,Commercial Volume,385842,424811,438501,401156
TEXAS GAS TRANSMISSION LLC,Kentucky,Industrial Volume,13772376,12502025,12765740,13069486
TEXAS GAS TRANSMISSION LLC,Kentucky,Electric Power Volume,45694330,65987803,91648961,93995417
TEXAS GAS TRANSMISSION LLC,Louisiana,Industrial Volume,35901,50860,46923,56090
TEXAS GAS TRANSMISSION LLC,Louisiana,Electric Power Volume,1225835,1828159,2460929,1301511
TEXAS GAS TRANSMISSION LLC,Mississippi,Industrial Volume,1037316,1009214,916010,882708
TEXAS GAS TRANSMISSION LLC,Mississippi,Electric Power Volume,38449627,28076689,30731865,27798674
TEXAS GAS TRANSMISSION LLC,Ohio,Industrial Volume,194126,91803,106122,109598
TEXAS GAS TRANSMISSION LLC,Tennessee,Electric Power Volume,9912331,4640179,11029712,6574614
TEXAS KANSAS OKLAHOMA GAS AKA TKO,Texas,Residential Volume,4251,4681,4699,6052
TEXAS KANSAS OKLAHOMA GAS LLC,Kansas,Residential Volume,1234,1504,3528,4622
TEXAS KANSAS OKLAHOMA GAS LLC,Kansas,Commercial Volume,359,441,468,470
TEXAS KANSAS OKLAHOMA GAS LLC,Kansas,Industrial Volume,1142902,1137999,1291949,1253853
TEXAS OKLAHOMA GAS LLC,Oklahoma,Residential Volume,,110,182,196
TEXAS OKLAHOMA GAS LLC,Oklahoma,Industrial Volume,143138,128531,166807,130160
TEXAS WESTERN MUN GAS,Texas,Residential Volume,25397,22606,25973,28047
TEXAS WESTERN MUN GAS,Texas,Commercial Volume,24305,20709,23529,24748
TEXAS WESTERN MUN GAS,Texas,Industrial Volume,13737,13737,10133,922
THE BROOKLYN UNION GAS CO,New York,Residential Volume,114763702,122036003,133107864,127788150
THE BROOKLYN UNION GAS CO,New York,Commercial Volume,23861822,24440510,26252365,25899677
THE BROOKLYN UNION GAS CO,New York,Industrial Volume,3169431,3519196,3870753,5270744
THE BROOKLYN UNION GAS CO,New York,Electric Power Volume,42488079,35341570,39802718,34584732
THE GAS COMPANY LLC,Hawaii,Residential Volume,571000,572317,589853,576040
THE GAS COMPANY LLC,Hawaii,Commercial Volume,2384270,2445907,2600652,2607641
THE GAS COMPANY LLC,Hawaii,Industrial Volume,83145,85294,89769,93516
THE SWICKARD GAS CO,Ohio,Residential Volume,23757,23118,27663,27656
THE SWICKARD GAS CO,Ohio,Commercial Volume,5756,5442,6296,6379
THE SWICKARD GAS CO,Ohio,Industrial Volume,3902,4316,4944,3223
THEBES VILLAGE OF,Illinois,Residential Volume,4826,4128,4745,3470
THIBODAUX CITY OF,Louisiana,Residential Volume,86011,87135,97670,95991
THIBODAUX CITY OF,Louisiana,Commercial Volume,199332,223267,235088,228635
THOMASVILLE UTILITIES,Georgia,Residential Volume,71355,61675,78945,70752
THOMASVILLE UTILITIES,Georgia,Commercial Volume,169619,147889,162929,157365
THOMASVILLE UTILITIES,Georgia,Industrial Volume,219366,202748,188679,203514
THOMSON CITY OF,Georgia,Residential Volume,66744,59553,80343,73227
THOMSON CITY OF,Georgia,Commercial Volume,73830,70023,82486,78992
THOMSON CITY OF,Georgia,Industrial Volume,1317155,1288098,1302875,1167735
THOMSON CITY OF,Georgia,Vehicle Fuel Volume,2129,,,0
THREE RIVERS CITY OF,Texas,Residential Volume,4175,3415,,
THREE RIVERS CITY OF,Texas,Commercial Volume,12246,12408,,
TIFTON NATURAL GAS SYSTEM,Georgia,Residential Volume,51968,36486,40216,35785
TIFTON NATURAL GAS SYSTEM,Georgia,Commercial Volume,164335,192142,243321,233413
TIFTON NATURAL GAS SYSTEM,Georgia,Industrial Volume,205668,205685,218544,221149
TIPTON CITY OF,Iowa,Residential Volume,85046,89510,106861,108618
TIPTON CITY OF,Iowa,Commercial Volume,72337,70459,83834,82927
TISHOMINGO CITY OF,Mississippi,Residential Volume,14871,15256,18904,17410
TISHOMINGO CITY OF,Mississippi,Commercial Volume,16173,11129,17728,17982
TOCCOA NATURAL GAS SYSTEM,Georgia,Residential Volume,166795,170671,186230,175079
TOCCOA NATURAL GAS SYSTEM,Georgia,Commercial Volume,400005,385999,427954,425438
TOCCOA NATURAL GAS SYSTEM,Georgia,Industrial Volume,567735,573411,563791,594823
TOCCOA NATURAL GAS SYSTEM,North Carolina,Residential Volume,17488,18509,18615,19150
TOCCOA NATURAL GAS SYSTEM,North Carolina,Commercial Volume,67281,72973,72503,74308
TOCCOA NATURAL GAS SYSTEM,North Carolina,Industrial Volume,41520,31797,54091,61518
TOKAI CARBON CB LTD,Louisiana,Industrial Volume,,,704744,1773469
TOKAI CARBON CB LTD,Texas,Industrial Volume,,,1249637,3478539
TOLDEDO VILLAGE OF,Illinois,Residential Volume,26000,25892,30966,29420
TOLDEDO VILLAGE OF,Illinois,Commercial Volume,8106,7421,9397,10911
TOLDEDO VILLAGE OF,Illinois,Industrial Volume,1419,2043,1729,1526
TOMBALL CITY OF,Texas,Residential Volume,72941,63996,98777,90808
TOMBALL CITY OF,Texas,Commercial Volume,183676,150411,184629,179572
TOMPKINSVILLE CITY OF,Kentucky,Residential Volume,53605,50499,50512,46187
TOMPKINSVILLE CITY OF,Kentucky,Commercial Volume,31348,20331,20339,55943
TOMPKINSVILLE CITY OF,Kentucky,Industrial Volume,5496,14721,5199,8066
TPL SOUTHTEX GAS UTILITY COMPANY LP,Texas,Commercial Volume,20586,,,
TRAILBLAZER PIPELINE COMPANY,Nebraska,Industrial Volume,13027527,12903923,13110140,13768629
TRAILBLAZER PIPELINE COMPANY,Nebraska,Electric Power Volume,888389,715896,1218261,1636101
TRANS-PECOS PIPELINE COMPANY,Texas,Industrial Volume,,28738,606241,636976
TRANSCANADA - GAS TRANSMISSION NW,Idaho,Electric Power Volume,9663627,9967075,12602719,14312794
TRANSCANADA - GAS TRANSMISSION NW,Oregon,Industrial Volume,183230,273226,264587,435971
TRANSCANADA - GAS TRANSMISSION NW,Oregon,Electric Power Volume,87462000,85761263,101675062,119018508
